Commodity,Market,Variety,Max_Price,Avg_Price,Min_Price,Last_Updated,Trend,Extra,Fetch_Date
Green Chilli,Bowenpally,Green Chilly,3000,2800,1800,05 Nov 2025,,For Free Price Alerts,2025-12-16
Field Pea,Bowenpally,Field Pea,5000,4000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-16
Tomato,Bowenpally,Deshi,1800,1500,400,05 Nov 2025,,For Free Price Alerts,2025-12-15
Groundnut pods (raw),Bowenpally,Groundnut pods (raw),5500,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-15
Drumstick,Bowenpally,Drumstick,10000,8500,5000,05 Nov 2025,,For Free Price Alerts,2025-12-15
Onion Green,Bowenpally,Onion Green,5000,4200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-15
Potato,Bowenpally,(Red Nanital),2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-15
Pumpkin,Bowenpally,Other,2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-15
Raddish,Bowenpally,Other,400,300,200,05 Nov 2025,,For Free Price Alerts,2025-12-15
Snakeguard,Bowenpally,Other,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-15
Sweet Potato,Bowenpally,Hosur Green,3300,3000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-15
Green Chilli,Bowenpally,Green Chilly,3000,2800,1800,05 Nov 2025,,For Free Price Alerts,2025-12-15
Yam (Ratalu),Bowenpally,Other,3500,3200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-15
White Pumpkin,Bowenpally,Other,1000,900,500,04 Nov 2025,,For Free Price Alerts,2025-12-15
Bhindi(Ladies Finger),Bowenpally,Bhindi,2200,1800,1200,03 Nov 2025,,For Free Price Alerts,2025-12-15
Knool Khol,Bowenpally,Knool Khol,1800,1600,1000,27 Oct 2025,,For Free Price Alerts,2025-12-15
Beetroot,Bowenpally,Beetroot,3500,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-15
Ridgeguard(Tori),Bowenpally,Other,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-15
Amla(Nelli Kai),Bowenpally,Amla,6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-15
Bitter gourd,Bowenpally,Bitter Gourd,3300,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-15
French Beans (Frasbean),Bowenpally,French Beans (Frasbean),6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-15
Cauliflower,Bowenpally,African Sarson,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-15
Cluster beans,Bowenpally,Cluster Beans,6000,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-15
Bottle gourd,Bowenpally,Bottle Gourd,1200,1000,400,05 Nov 2025,,For Free Price Alerts,2025-12-15
Brinjal,Bowenpally,Arkasheela Mattigulla,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-15
Cabbage,Bowenpally,Cabbage,1500,1200,500,05 Nov 2025,,For Free Price Alerts,2025-12-15
Capsicum,Bowenpally,Capsicum,3200,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-15
Field Pea,Bowenpally,Field Pea,5000,4000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-15
Carrot,Bowenpally,Carrot,6000,4500,800,05 Nov 2025,,For Free Price Alerts,2025-12-15
Chow Chow,Bowenpally,Chow Chow,1000,800,500,05 Nov 2025,,For Free Price Alerts,2025-12-15
Colacasia,Bowenpally,Colacasia,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-15
Cucumbar(Kheera),Bowenpally,Cucumbar,1200,1000,500,05 Nov 2025,,For Free Price Alerts,2025-12-15
Onion,Bowenpally,1st Sort,1800,1400,500,05 Nov 2025,,For Free Price Alerts,2025-12-15
Knool Khol,Bowenpally,Knool Khol,1800,1600,1000,27 Oct 2025,,For Free Price Alerts,2025-12-14
Beetroot,Bowenpally,Beetroot,3500,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-14
Tomato,Bowenpally,Deshi,1800,1500,400,05 Nov 2025,,For Free Price Alerts,2025-12-14
Cauliflower,Bowenpally,African Sarson,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-14
Groundnut pods (raw),Bowenpally,Groundnut pods (raw),5500,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-14
Snakeguard,Bowenpally,Other,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-14
Onion,Bowenpally,1st Sort,1800,1400,500,05 Nov 2025,,For Free Price Alerts,2025-12-14
Onion Green,Bowenpally,Onion Green,5000,4200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-14
Potato,Bowenpally,(Red Nanital),2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-14
Pumpkin,Bowenpally,Other,2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-14
Ridgeguard(Tori),Bowenpally,Other,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-14
Raddish,Bowenpally,Other,400,300,200,05 Nov 2025,,For Free Price Alerts,2025-12-14
Sweet Potato,Bowenpally,Hosur Green,3300,3000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-14
White Pumpkin,Bowenpally,Other,1000,900,500,04 Nov 2025,,For Free Price Alerts,2025-12-14
Bhindi(Ladies Finger),Bowenpally,Bhindi,2200,1800,1200,03 Nov 2025,,For Free Price Alerts,2025-12-14
French Beans (Frasbean),Bowenpally,French Beans (Frasbean),6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-14
Carrot,Bowenpally,Carrot,6000,4500,800,05 Nov 2025,,For Free Price Alerts,2025-12-14
Green Chilli,Bowenpally,Green Chilly,3000,2800,1800,05 Nov 2025,,For Free Price Alerts,2025-12-14
Colacasia,Bowenpally,Colacasia,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-14
Cluster beans,Bowenpally,Cluster Beans,6000,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-14
Chow Chow,Bowenpally,Chow Chow,1000,800,500,05 Nov 2025,,For Free Price Alerts,2025-12-14
Amla(Nelli Kai),Bowenpally,Amla,6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-14
Cabbage,Bowenpally,Cabbage,1500,1200,500,05 Nov 2025,,For Free Price Alerts,2025-12-14
Cucumbar(Kheera),Bowenpally,Cucumbar,1200,1000,500,05 Nov 2025,,For Free Price Alerts,2025-12-14
Bottle gourd,Bowenpally,Bottle Gourd,1200,1000,400,05 Nov 2025,,For Free Price Alerts,2025-12-14
Brinjal,Bowenpally,Arkasheela Mattigulla,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-14
Field Pea,Bowenpally,Field Pea,5000,4000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-14
Capsicum,Bowenpally,Capsicum,3200,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-14
Yam (Ratalu),Bowenpally,Other,3500,3200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-14
Bitter gourd,Bowenpally,Bitter Gourd,3300,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-14
Drumstick,Bowenpally,Drumstick,10000,8500,5000,05 Nov 2025,,For Free Price Alerts,2025-12-14
Groundnut pods (raw),Bowenpally,Groundnut pods (raw),5500,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-13
Onion,Bowenpally,1st Sort,1800,1400,500,05 Nov 2025,,For Free Price Alerts,2025-12-13
French Beans (Frasbean),Bowenpally,French Beans (Frasbean),6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-13
Onion Green,Bowenpally,Onion Green,5000,4200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-13
Ridgeguard(Tori),Bowenpally,Other,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-13
Potato,Bowenpally,(Red Nanital),2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-13
Snakeguard,Bowenpally,Other,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-13
Colacasia,Bowenpally,Colacasia,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-13
Cluster beans,Bowenpally,Cluster Beans,6000,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-13
Chow Chow,Bowenpally,Chow Chow,1000,800,500,05 Nov 2025,,For Free Price Alerts,2025-12-13
Cauliflower,Bowenpally,African Sarson,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-13
Carrot,Bowenpally,Carrot,6000,4500,800,05 Nov 2025,,For Free Price Alerts,2025-12-13
Brinjal,Bowenpally,Arkasheela Mattigulla,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-13
Cabbage,Bowenpally,Cabbage,1500,1200,500,05 Nov 2025,,For Free Price Alerts,2025-12-13
Bottle gourd,Bowenpally,Bottle Gourd,1200,1000,400,05 Nov 2025,,For Free Price Alerts,2025-12-13
Bitter gourd,Bowenpally,Bitter Gourd,3300,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-13
Beetroot,Bowenpally,Beetroot,3500,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-13
Drumstick,Bowenpally,Drumstick,10000,8500,5000,05 Nov 2025,,For Free Price Alerts,2025-12-13
Tomato,Bowenpally,Deshi,1800,1500,400,05 Nov 2025,,For Free Price Alerts,2025-12-13
Capsicum,Bowenpally,Capsicum,3200,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-13
Field Pea,Bowenpally,Field Pea,5000,4000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-13
Amla(Nelli Kai),Bowenpally,Amla,6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-13
Green Chilli,Bowenpally,Green Chilly,3000,2800,1800,05 Nov 2025,,For Free Price Alerts,2025-12-13
Knool Khol,Bowenpally,Knool Khol,1800,1600,1000,27 Oct 2025,,For Free Price Alerts,2025-12-13
Bhindi(Ladies Finger),Bowenpally,Bhindi,2200,1800,1200,03 Nov 2025,,For Free Price Alerts,2025-12-13
White Pumpkin,Bowenpally,Other,1000,900,500,04 Nov 2025,,For Free Price Alerts,2025-12-13
Pumpkin,Bowenpally,Other,2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-13
Raddish,Bowenpally,Other,400,300,200,05 Nov 2025,,For Free Price Alerts,2025-12-13
Yam (Ratalu),Bowenpally,Other,3500,3200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-13
Cucumbar(Kheera),Bowenpally,Cucumbar,1200,1000,500,05 Nov 2025,,For Free Price Alerts,2025-12-13
Sweet Potato,Bowenpally,Hosur Green,3300,3000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-13
Sweet Potato,Bowenpally,Hosur Green,3300,3000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-12
Cucumbar(Kheera),Bowenpally,Cucumbar,1200,1000,500,05 Nov 2025,,For Free Price Alerts,2025-12-12
Drumstick,Bowenpally,Drumstick,10000,8500,5000,05 Nov 2025,,For Free Price Alerts,2025-12-12
Field Pea,Bowenpally,Field Pea,5000,4000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-12
Amla(Nelli Kai),Bowenpally,Amla,6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-12
Knool Khol,Bowenpally,Knool Khol,1800,1600,1000,27 Oct 2025,,For Free Price Alerts,2025-12-12
Green Chilli,Bowenpally,Green Chilly,3000,2800,1800,05 Nov 2025,,For Free Price Alerts,2025-12-12
Bhindi(Ladies Finger),Bowenpally,Bhindi,2200,1800,1200,03 Nov 2025,,For Free Price Alerts,2025-12-12
White Pumpkin,Bowenpally,Other,1000,900,500,04 Nov 2025,,For Free Price Alerts,2025-12-12
Yam (Ratalu),Bowenpally,Other,3500,3200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-12
Snakeguard,Bowenpally,Other,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-12
Cluster beans,Bowenpally,Cluster Beans,6000,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-12
French Beans (Frasbean),Bowenpally,French Beans (Frasbean),6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-12
Raddish,Bowenpally,Other,400,300,200,05 Nov 2025,,For Free Price Alerts,2025-12-12
Pumpkin,Bowenpally,Other,2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-12
Potato,Bowenpally,(Red Nanital),2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-12
Onion Green,Bowenpally,Onion Green,5000,4200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-12
Onion,Bowenpally,1st Sort,1800,1400,500,05 Nov 2025,,For Free Price Alerts,2025-12-12
Groundnut pods (raw),Bowenpally,Groundnut pods (raw),5500,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-12
Ridgeguard(Tori),Bowenpally,Other,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-12
Colacasia,Bowenpally,Colacasia,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-12
Cauliflower,Bowenpally,African Sarson,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-12
Chow Chow,Bowenpally,Chow Chow,1000,800,500,05 Nov 2025,,For Free Price Alerts,2025-12-12
Carrot,Bowenpally,Carrot,6000,4500,800,05 Nov 2025,,For Free Price Alerts,2025-12-12
Capsicum,Bowenpally,Capsicum,3200,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-12
Cabbage,Bowenpally,Cabbage,1500,1200,500,05 Nov 2025,,For Free Price Alerts,2025-12-12
Brinjal,Bowenpally,Arkasheela Mattigulla,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-12
Bottle gourd,Bowenpally,Bottle Gourd,1200,1000,400,05 Nov 2025,,For Free Price Alerts,2025-12-12
Bitter gourd,Bowenpally,Bitter Gourd,3300,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-12
Beetroot,Bowenpally,Beetroot,3500,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-12
Tomato,Bowenpally,Deshi,1800,1500,400,05 Nov 2025,,For Free Price Alerts,2025-12-12
Groundnut pods (raw),Bowenpally,Groundnut pods (raw),5500,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-11
Snakeguard,Bowenpally,Other,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-11
Ridgeguard(Tori),Bowenpally,Other,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-11
Tomato,Bowenpally,Deshi,1800,1500,400,05 Nov 2025,,For Free Price Alerts,2025-12-11
Yam (Ratalu),Bowenpally,Other,3500,3200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-11
White Pumpkin,Bowenpally,Other,1000,900,500,04 Nov 2025,,For Free Price Alerts,2025-12-11
Bhindi(Ladies Finger),Bowenpally,Bhindi,2200,1800,1200,03 Nov 2025,,For Free Price Alerts,2025-12-11
French Beans (Frasbean),Bowenpally,French Beans (Frasbean),6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-11
Onion Green,Bowenpally,Onion Green,5000,4200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-11
Raddish,Bowenpally,Other,400,300,200,05 Nov 2025,,For Free Price Alerts,2025-12-11
Knool Khol,Bowenpally,Knool Khol,1800,1600,1000,27 Oct 2025,,For Free Price Alerts,2025-12-11
Field Pea,Bowenpally,Field Pea,5000,4000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-11
Sweet Potato,Bowenpally,Hosur Green,3300,3000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-11
Amla(Nelli Kai),Bowenpally,Amla,6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-11
Potato,Bowenpally,(Red Nanital),2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-11
Onion,Bowenpally,1st Sort,1800,1400,500,05 Nov 2025,,For Free Price Alerts,2025-12-11
Colacasia,Bowenpally,Colacasia,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-11
Cluster beans,Bowenpally,Cluster Beans,6000,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-11
Green Chilli,Bowenpally,Green Chilly,3000,2800,1800,05 Nov 2025,,For Free Price Alerts,2025-12-11
Cauliflower,Bowenpally,African Sarson,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-11
Cabbage,Bowenpally,Cabbage,1500,1200,500,05 Nov 2025,,For Free Price Alerts,2025-12-11
Capsicum,Bowenpally,Capsicum,3200,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-11
Chow Chow,Bowenpally,Chow Chow,1000,800,500,05 Nov 2025,,For Free Price Alerts,2025-12-11
Brinjal,Bowenpally,Arkasheela Mattigulla,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-11
Bottle gourd,Bowenpally,Bottle Gourd,1200,1000,400,05 Nov 2025,,For Free Price Alerts,2025-12-11
Bitter gourd,Bowenpally,Bitter Gourd,3300,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-11
Beetroot,Bowenpally,Beetroot,3500,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-11
Carrot,Bowenpally,Carrot,6000,4500,800,05 Nov 2025,,For Free Price Alerts,2025-12-11
Drumstick,Bowenpally,Drumstick,10000,8500,5000,05 Nov 2025,,For Free Price Alerts,2025-12-11
Cucumbar(Kheera),Bowenpally,Cucumbar,1200,1000,500,05 Nov 2025,,For Free Price Alerts,2025-12-11
Pumpkin,Bowenpally,Other,2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-11
Beetroot,Bowenpally,Beetroot,3500,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-10
Sweet Potato,Bowenpally,Hosur Green,3300,3000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-10
Pumpkin,Bowenpally,Other,2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-10
Potato,Bowenpally,(Red Nanital),2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-10
Snakeguard,Bowenpally,Other,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-10
Raddish,Bowenpally,Other,400,300,200,05 Nov 2025,,For Free Price Alerts,2025-12-10
Drumstick,Bowenpally,Drumstick,10000,8500,5000,05 Nov 2025,,For Free Price Alerts,2025-12-10
Colacasia,Bowenpally,Colacasia,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-10
Cluster beans,Bowenpally,Cluster Beans,6000,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-10
Chow Chow,Bowenpally,Chow Chow,1000,800,500,05 Nov 2025,,For Free Price Alerts,2025-12-10
Cauliflower,Bowenpally,African Sarson,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-10
Carrot,Bowenpally,Carrot,6000,4500,800,05 Nov 2025,,For Free Price Alerts,2025-12-10
Brinjal,Bowenpally,Arkasheela Mattigulla,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-10
Cabbage,Bowenpally,Cabbage,1500,1200,500,05 Nov 2025,,For Free Price Alerts,2025-12-10
Bottle gourd,Bowenpally,Bottle Gourd,1200,1000,400,05 Nov 2025,,For Free Price Alerts,2025-12-10
Field Pea,Bowenpally,Field Pea,5000,4000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-10
Bitter gourd,Bowenpally,Bitter Gourd,3300,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-10
Capsicum,Bowenpally,Capsicum,3200,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-10
Ridgeguard(Tori),Bowenpally,Other,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-10
Green Chilli,Bowenpally,Green Chilly,3000,2800,1800,05 Nov 2025,,For Free Price Alerts,2025-12-10
Amla(Nelli Kai),Bowenpally,Amla,6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-10
Onion,Bowenpally,1st Sort,1800,1400,500,05 Nov 2025,,For Free Price Alerts,2025-12-10
Groundnut pods (raw),Bowenpally,Groundnut pods (raw),5500,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-10
French Beans (Frasbean),Bowenpally,French Beans (Frasbean),6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-10
Knool Khol,Bowenpally,Knool Khol,1800,1600,1000,27 Oct 2025,,For Free Price Alerts,2025-12-10
Bhindi(Ladies Finger),Bowenpally,Bhindi,2200,1800,1200,03 Nov 2025,,For Free Price Alerts,2025-12-10
White Pumpkin,Bowenpally,Other,1000,900,500,04 Nov 2025,,For Free Price Alerts,2025-12-10
Yam (Ratalu),Bowenpally,Other,3500,3200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-10
Tomato,Bowenpally,Deshi,1800,1500,400,05 Nov 2025,,For Free Price Alerts,2025-12-10
Cucumbar(Kheera),Bowenpally,Cucumbar,1200,1000,500,05 Nov 2025,,For Free Price Alerts,2025-12-10
Onion Green,Bowenpally,Onion Green,5000,4200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-10
Bottle gourd,Bowenpally,Bottle Gourd,1200,1000,400,05 Nov 2025,,For Free Price Alerts,2025-12-09
Pumpkin,Bowenpally,Other,2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-09
Cabbage,Bowenpally,Cabbage,1500,1200,500,05 Nov 2025,,For Free Price Alerts,2025-12-09
Knool Khol,Bowenpally,Knool Khol,1800,1600,1000,27 Oct 2025,,For Free Price Alerts,2025-12-09
Cluster beans,Bowenpally,Cluster Beans,6000,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-09
Cucumbar(Kheera),Bowenpally,Cucumbar,1200,1000,500,05 Nov 2025,,For Free Price Alerts,2025-12-09
Cauliflower,Bowenpally,African Sarson,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-09
Colacasia,Bowenpally,Colacasia,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-09
Carrot,Bowenpally,Carrot,6000,4500,800,05 Nov 2025,,For Free Price Alerts,2025-12-09
Beetroot,Bowenpally,Beetroot,3500,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-09
Onion Green,Bowenpally,Onion Green,5000,4200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-09
Potato,Bowenpally,(Red Nanital),2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-09
Drumstick,Bowenpally,Drumstick,10000,8500,5000,05 Nov 2025,,For Free Price Alerts,2025-12-09
Groundnut pods (raw),Bowenpally,Groundnut pods (raw),5500,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-09
Field Pea,Bowenpally,Field Pea,5000,4000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-09
Snakeguard,Bowenpally,Other,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-09
Chow Chow,Bowenpally,Chow Chow,1000,800,500,05 Nov 2025,,For Free Price Alerts,2025-12-09
Raddish,Bowenpally,Other,400,300,200,05 Nov 2025,,For Free Price Alerts,2025-12-09
Ridgeguard(Tori),Bowenpally,Other,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-09
Sweet Potato,Bowenpally,Hosur Green,3300,3000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-09
French Beans (Frasbean),Bowenpally,French Beans (Frasbean),6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-09
Tomato,Bowenpally,Deshi,1800,1500,400,05 Nov 2025,,For Free Price Alerts,2025-12-09
Bhindi(Ladies Finger),Bowenpally,Bhindi,2200,1800,1200,03 Nov 2025,,For Free Price Alerts,2025-12-09
Bitter gourd,Bowenpally,Bitter Gourd,3300,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-09
Brinjal,Bowenpally,Arkasheela Mattigulla,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-09
Onion,Bowenpally,1st Sort,1800,1400,500,05 Nov 2025,,For Free Price Alerts,2025-12-09
Yam (Ratalu),Bowenpally,Other,3500,3200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-09
Green Chilli,Bowenpally,Green Chilly,3000,2800,1800,05 Nov 2025,,For Free Price Alerts,2025-12-09
Capsicum,Bowenpally,Capsicum,3200,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-09
White Pumpkin,Bowenpally,Other,1000,900,500,04 Nov 2025,,For Free Price Alerts,2025-12-09
Amla(Nelli Kai),Bowenpally,Amla,6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-09
Green Chilli,Bowenpally,Green Chilly,3000,2800,1800,05 Nov 2025,,For Free Price Alerts,2025-12-08
Amla(Nelli Kai),Bowenpally,Amla,6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-08
Yam (Ratalu),Bowenpally,Other,3500,3200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-08
Bitter gourd,Bowenpally,Bitter Gourd,3300,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-08
Groundnut pods (raw),Bowenpally,Groundnut pods (raw),5500,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-08
Capsicum,Bowenpally,Capsicum,3200,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-08
Colacasia,Bowenpally,Colacasia,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-08
Cluster beans,Bowenpally,Cluster Beans,6000,5000,3000,05 Nov 2025,,For Free Price Alerts,2025-12-08
Cauliflower,Bowenpally,African Sarson,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-08
Beetroot,Bowenpally,Beetroot,3500,2800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-08
Snakeguard,Bowenpally,Other,2000,1800,1000,05 Nov 2025,,For Free Price Alerts,2025-12-08
Chow Chow,Bowenpally,Chow Chow,1000,800,500,05 Nov 2025,,For Free Price Alerts,2025-12-08
Raddish,Bowenpally,Other,400,300,200,05 Nov 2025,,For Free Price Alerts,2025-12-08
Cabbage,Bowenpally,Cabbage,1500,1200,500,05 Nov 2025,,For Free Price Alerts,2025-12-08
Bottle gourd,Bowenpally,Bottle Gourd,1200,1000,400,05 Nov 2025,,For Free Price Alerts,2025-12-08
Onion,Bowenpally,1st Sort,1800,1400,500,05 Nov 2025,,For Free Price Alerts,2025-12-08
Brinjal,Bowenpally,Arkasheela Mattigulla,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-08
Field Pea,Bowenpally,Field Pea,5000,4000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-08
Sweet Potato,Bowenpally,Hosur Green,3300,3000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-08
Carrot,Bowenpally,Carrot,6000,4500,800,05 Nov 2025,,For Free Price Alerts,2025-12-08
French Beans (Frasbean),Bowenpally,French Beans (Frasbean),6000,5000,2000,05 Nov 2025,,For Free Price Alerts,2025-12-08
Cucumbar(Kheera),Bowenpally,Cucumbar,1200,1000,500,05 Nov 2025,,For Free Price Alerts,2025-12-08
White Pumpkin,Bowenpally,Other,1000,900,500,04 Nov 2025,,For Free Price Alerts,2025-12-08
Knool Khol,Bowenpally,Knool Khol,1800,1600,1000,27 Oct 2025,,For Free Price Alerts,2025-12-08
Ridgeguard(Tori),Bowenpally,Other,4000,3500,2000,05 Nov 2025,,For Free Price Alerts,2025-12-08
Pumpkin,Bowenpally,Other,2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-08
Potato,Bowenpally,(Red Nanital),2500,2200,1000,05 Nov 2025,,For Free Price Alerts,2025-12-08
Onion Green,Bowenpally,Onion Green,5000,4200,2000,05 Nov 2025,,For Free Price Alerts,2025-12-08
