Commodity,Market,Variety,Max_Price,Avg_Price,Min_Price,Last_Updated,Trend,Extra,Fetch_Date
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-25
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-25
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-25
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-25
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-25
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-25
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-25
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-25
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-25
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-25
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-25
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-25
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-25
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-24
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-24
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-24
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-24
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-24
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-24
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-24
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-24
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-24
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-24
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-24
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-24
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-24
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-24
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-24
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-24
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-24
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-24
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-24
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-24
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-24
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-24
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-24
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-23
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-23
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-23
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-23
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-23
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-23
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-23
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-23
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-23
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-23
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-23
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-23
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-23
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-23
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-23
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-23
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-23
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-23
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-23
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-23
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-23
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-23
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-23
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-22
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-22
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-22
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-22
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-22
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-22
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-22
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-22
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-22
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-22
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-22
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-22
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-22
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-22
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-22
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-22
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-22
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-22
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-22
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-22
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-22
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-22
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-22
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-21
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-21
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-21
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-21
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-21
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-21
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-21
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-21
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-21
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-21
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-21
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-21
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-21
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-21
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-21
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-21
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-21
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-21
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-21
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-21
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-21
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-21
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-21
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-20
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-20
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-20
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-20
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-20
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-20
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-20
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-20
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-20
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-20
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-20
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-20
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-20
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-20
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-20
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-20
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-20
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-20
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-20
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-20
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-20
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-20
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-20
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-19
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-19
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-19
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-19
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-19
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-19
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-19
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-19
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-19
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-19
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-19
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-19
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-19
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-19
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-19
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-19
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-19
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-19
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-19
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-19
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-19
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-19
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-19
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-18
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-18
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-18
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-18
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-18
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-18
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-18
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-18
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-18
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-18
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-18
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-18
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-18
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-18
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-18
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-18
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-18
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-18
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-18
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-18
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-18
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-18
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-18
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-17
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-17
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-17
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-17
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-17
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-17
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-17
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-17
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-17
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-17
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-17
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-17
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-17
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-17
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-17
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-17
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-17
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-17
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-17
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-17
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-17
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-17
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-17
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-16
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-16
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-16
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-16
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-16
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-16
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-16
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-16
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-16
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-16
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-16
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-16
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-16
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-16
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-16
Carrot,Vantamamidi,Carrot,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-16
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-16
Cabbage,Vantamamidi,Cabbage,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-16
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-16
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-16
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-16
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-16
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-16
Drumstick,Vantamamidi,Drumstick,1500,1500,1500,11 Jun 2025,,For Free Price Alerts,2025-11-15
Sweet Potato,Vantamamidi,Hosur Green,1000,1000,1000,24 Feb 2025,,For Free Price Alerts,2025-11-15
Cauliflower,Vantamamidi,Cauliflower,1000,1000,1000,19 Oct 2025,,For Free Price Alerts,2025-11-15
Cluster beans,Vantamamidi,Cluster Beans,2500,2500,2500,10 Oct 2025,,For Free Price Alerts,2025-11-15
French Beans (Frasbean),Vantamamidi,French Beans (Frasbean),3000,3000,3000,03 Nov 2025,,For Free Price Alerts,2025-11-15
Onion Green,Vantamamidi,Onion Green,2000,2000,2000,14 Oct 2025,,For Free Price Alerts,2025-11-15
Beetroot,Vantamamidi,Beetroot,2000,2000,2000,17 Feb 2025,,For Free Price Alerts,2025-11-15
Groundnut pods (raw),Vantamamidi,Groundnut pods (raw),3200,2600,2000,05 Nov 2025,,For Free Price Alerts,2025-11-15
Brinjal,Vantamamidi,Arkasheela Mattigulla,2500,2000,1500,05 Nov 2025,,For Free Price Alerts,2025-11-15
Potato,Vantamamidi,Local,1000,1000,1000,05 Nov 2025,,For Free Price Alerts,2025-11-15
Bitter gourd,Vantamamidi,Bitter Gourd,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-15
Capsicum,Vantamamidi,Capsicum,2000,2000,2000,25 Oct 2025,,For Free Price Alerts,2025-11-15
Snakeguard,Vantamamidi,Other,600,600,600,01 Nov 2025,,For Free Price Alerts,2025-11-15
Green Chilli,Vantamamidi,Green Chilly,2000,2000,2000,01 Nov 2025,,For Free Price Alerts,2025-11-15
Pumpkin,Vantamamidi,Other,1000,1000,1000,03 Nov 2025,,For Free Price Alerts,2025-11-15
Tomato,Vantamamidi,Local,1800,1400,1000,05 Nov 2025,,For Free Price Alerts,2025-11-15
Bottle gourd,Vantamamidi,Bottle Gourd,1000,750,500,05 Nov 2025,,For Free Price Alerts,2025-11-15
Ridgeguard(Tori),Vantamamidi,Other,3000,2500,2000,05 Nov 2025,,For Free Price Alerts,2025-11-15
Bhindi(Ladies Finger),Vantamamidi,Bhindi,3500,2750,2000,05 Nov 2025,,For Free Price Alerts,2025-11-15
Field Pea,Vantamamidi,Field Pea,3500,3000,2500,05 Nov 2025,,For Free Price Alerts,2025-11-15
Cucumbar(Kheera),Vantamamidi,Cucumbar,700,550,400,05 Nov 2025,,For Free Price Alerts,2025-11-15
